식재료명,식품분류,식품이미지URL,음식이미지URL,new_image_url
송어,어패류 및 기타 수산물,,,https://media.istockphoto.com/id/479682094/ko/사진/날것-송어-그린-아스파라거스-레몬-및-식재료.jpg?s=1024x1024&w=is&k=20&c=3QI__ldaf-WGAc0vIfwa6SXCSHZOb8hV91_XI5WQSmU=
송이버섯,버섯류,,,https://cdn.crowdpic.net/detail-thumb/thumb_d_982CE76F09B4126D4D6BCF62A4C7FF46.jpg
수박,과일류,,,https://cdn.crowdpic.net/detail-thumb/thumb_d_2CBDB0C44B6838DD3C9C64CD2687D182.jpg
수수,곡류 및 그 제품,https://www.koreanfood.rda.go.kr/resources/UploadFiles/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_079.jpg,,https://cdn.crowdpic.net/detail-thumb/thumb_d_7EA2A743C8CD2AF5632C7EF7E3AFE297.jpg
숙주나물,채소류,,,https://cdn.crowdpic.net/detail-thumb/thumb_d_539940967A4A2BCB4DEC3F597A9D6B08.jpg
숭어,어패류 및 기타 수산물,,,https://cdn.crowdpic.net/detail-thumb/thumb_d_74DB2C150D6E8BC36B13C2722F99591D.jpg
스파게티 소스,조미료류,,,https://media.istockphoto.com/id/1372138968/ko/사진/스파게티-볼로네즈를-위한-이탈리아-식재료-회색-배경에-다양한-성분을-가진-생-스파게티-파스타-텍스트의-상단-보기-및-복사-공간을-제공합니다.jpg?s=1024x1024&w=is&k=20&c=v5EQNiFgyweLNaYk4yg-OrB4tSJRrNkmq4xfDhu4t4g=
스파게티면,곡류 및 그 제품,,,https://cdn.crowdpic.net/detail-thumb/thumb_d_E9667BA8F94E006C766CFB2F6C92C29E.jpg
스프,조리가공식품류,,,https://cdn.crowdpic.net/detail-thumb/thumb_d_CA98C9DA9794CBF28560AE81AFD5BEBF.jpg
시금치,채소류,https://www.koreanfood.rda.go.kr/resources/UploadFiles/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_115.jpg,,https://image.utoimage.com/preview/cp975433/2022/05/202205001132_800.jpg
시리얼,곡류 및 그 제품,,,https://cdn.crowdpic.net/detail-thumb/thumb_d_CFEEDE501A9DC71EB9E820A367DF3D6E.jpg
식초,조미료류,,,https://cdn.crowdpic.net/detail-thumb/thumb_d_F6A56CF3B8EBDD701BFF06C0DACB8F10.png
쌈장,조미료류,,,https://cdn.crowdpic.net/detail-thumb/thumb_d_5FC4F1032F4A2150A201105EF8DB0036.jpeg
쏘가리,어패류 및 기타 수산물,,,https://www.lampcook.com/wi_files/food_medisub/161.jpg
쏨뱅이,어패류 및 기타 수산물,,,http://imga.sunsang24.com/ship_board/202403/63331871510bfdd5dd9696f484248087.jpg
쑥,채소류,https://www.koreanfood.rda.go.kr/resources/UploadFiles/mgnNew/978-89-480-5845-1/978-89-480-5845-1_B_019.jpg,,https://cdn.crowdpic.net/detail-thumb/thumb_d_CAE4187595F41BF360B9D0DC97BC5425.jpg
쑥갓,채소류,https://www.koreanfood.rda.go.kr/resources/UploadFiles/mgnNew/978-89-480-5845-1/978-89-480-5845-1_B_047.jpg,,https://recipe1.ezmember.co.kr/cache/recipe/2020/08/10/e759e5265dcc7ea3126c89430223d9a31.jpg
아귀,어패류 및 기타 수산물,,,https://cdn.crowdpic.net/detail-thumb/thumb_d_162B7012350D90DA02AD0921AAEEE1C4.jpg
아몬드,견과 및 종실류,,,https://cdn.crowdpic.net/detail-thumb/thumb_d_2F4031291332574EF6470AEDC932B1B7.jpg
아보카도,과일류,,,https://cdn.crowdpic.net/detail-thumb/thumb_d_F0DF8F30C811EEA54D563DDF6E109137.jpg
아스파라거스,채소류,,,https://cdn.crowdpic.net/detail-thumb/thumb_d_64F0C211EB7004FCBBFBBC7FE23A0092.jpg
아욱,채소류,https://www.koreanfood.rda.go.kr/resources/UploadFiles/mgnNew/978-89-480-5845-1/978-89-480-5845-1_B_065.jpg,,https://image.utoimage.com/preview/cp975433/2022/05/202205006498_800.jpg
양배추,채소류,,,https://cdn.crowdpic.net/detail-thumb/thumb_d_4E200AC9761CF65AB02C01C310B7515A.jpg
양송이버섯,버섯류,,,https://image.utoimage.com/preview/cp861283/2018/12/201812013154_800.jpg
양파,채소류,,,https://cdn.crowdpic.net/detail-thumb/thumb_d_499E4621185831915C45E798DDE2362E.jpg
어묵,어패류 및 기타 수산물,,,https://cdn.crowdpic.net/detail-thumb/thumb_d_9F8BF515575F5C599451FB7AF06D10F6.jpg
연근,채소류,,,https://cdn.crowdpic.net/detail-thumb/thumb_d_96687A4381280E739764DBE8691DCFD1.jpg
열무,채소류,,,https://image.utoimage.com/preview/cp975433/2022/05/202205007342_800.jpg
오디,과일류,,,https://cdn.crowdpic.net/detail-thumb/thumb_d_CB45207F89DAB0851A145AA2BBDE8750.jpg
오렌지,과일류,,,https://cdn.crowdpic.net/detail-thumb/thumb_d_1B867150CFAAFBFE643D2CFEE84E6061.jpg
오리고기,육류,,,https://cdn.crowdpic.net/detail-thumb/thumb_d_C7F03D5651ED28C3A41EC9486600F4B3.jpg
오미자,과일류,,,https://cdn.crowdpic.net/detail-thumb/thumb_d_BBDEF1E85193FDB11F9BDC1A5B083C10.jpg
오이,채소류,,https://www.koreanfood.rda.go.kr/resources/UploadFiles/mgnNew/978-89-480-2150-9/978-89-480-2150-9_A_052.jpg,https://cdn.crowdpic.net/detail-thumb/thumb_d_34BCEA6A23AA4281D1087DA681486D02.jpg
오이지,채소류,,,https://recipe1.ezmember.co.kr/cache/recipe/2018/06/11/111a998c188be38fb0f7a97c1e393dda1.jpg
오징어,어패류 및 기타 수산물,,,https://cdn.crowdpic.net/detail-thumb/thumb_d_F48AA4057ED4BD9F0133B8730DF9C080.jpg
옥수수,곡류 및 그 제품,https://www.koreanfood.rda.go.kr/resources/UploadFiles/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_061.jpg,,https://cdn.crowdpic.net/detail-thumb/thumb_d_7FA5AEB949BA63235D220DDF7C278335.jpeg
올리브유,유지류,,,https://i.pinimg.com/736x/9b/fe/d4/9bfed4d70629f1a92e1139c6d06d5512.jpg
완두,두류,,,https://cdn.crowdpic.net/detail-thumb/thumb_d_6D62FA8ED629BC8C5E9A7B225A5BB801.jpg
요구르트,우유류 및 유제품,,,https://cdn.crowdpic.net/detail-thumb/thumb_d_C0879D2250F365AD62F9BE80623391B6.jpg
용과,과일류,,,https://cdn.crowdpic.net/detail-thumb/thumb_d_A76295F7A48C9278CA35535732AF4929.jpg
우동면,곡류 및 그 제품,,,https://cdn.crowdpic.net/detail-thumb/thumb_d_B79211BCE070C7E46D7144AE2CCBB686.jpg
우엉,채소류,https://www.koreanfood.rda.go.kr/resources/UploadFiles/mgnNew/978-89-480-5845-1/978-89-480-5845-1_B_093.jpg,,https://image.utoimage.com/preview/cp975433/2022/08/202208015981_800.jpg
우유,우유류 및 유제품,,,https://menu.moneys.co.kr/moneyweek/thumb/2023/10/04/06/2023100414175640822_1.jpg/dims/optimize/
월계수,조미료류,,,https://img1.daumcdn.net/thumb/R658x0.q70/?fname=https://t1.daumcdn.net/news/202404/19/prismtv/20240419110000790bkak.jpg
유채,채소류,,,https://watermark.lovepik.com/photo/20220218/large/lovepik-rapeseed-field-picture_502358836.jpg
율무,곡류 및 그 제품,,,https://img.lovepik.com/photo/20211124/medium/lovepik-coix-seed-picture_500933122.jpg
은어,어패류 및 기타 수산물,,,https://cdn.newskr.kr/news/photo/202110/71871_58275_5039.jpg
은행,견과 및 종실류,,,https://cdn.crowdpic.net/detail-thumb/thumb_d_2A9D6B22B62C3C4FFA077CF689C0FD66.jpg
인삼,기타,,https://www.koreanfood.rda.go.kr/resources/UploadFiles/mgnNew/978-89-480-0773-2/978-89-480-0773-2_A_114.jpg,https://cdn.crowdpic.net/detail-thumb/thumb_d_0FB2DE31A3AF9B823D8F04B214F11F72.jpg
임연수어,어패류 및 기타 수산물,,,https://as2.ftcdn.net/v2/jpg/04/95/03/41/1000_F_495034137_vbB0IaStJOXqeKUHVaDJe7kWQAS78LWY.jpg
자두,과일류,,,https://i.pinimg.com/originals/58/27/46/5827469c2ab8265dd5fa10afc840fcd2.jpg
자몽,과일류,,,https://cdn.crowdpic.net/detail-thumb/thumb_d_560528239D5BD759878E02ED967B6754.jpg
잣,견과 및 종실류,,,https://cdn.crowdpic.net/detail-thumb/thumb_d_3068074B19E43A962A4C3C3C4F93C7CD.jpg
장문볼락,어패류 및 기타 수산물,,,https://image.galleria.co.kr/C00001/goods/org/762/210215005262762.jpg
장어,어패류 및 기타 수산물,,https://www.koreanfood.rda.go.kr/resources/UploadFiles/mgnNew/978-89-480-1622-2/978-89-480-1622-2_A_111.jpg,https://cdn.crowdpic.net/detail-thumb/thumb_d_A047C2759404409C412A0E642920F0B2.jpg
재첩,어패류 및 기타 수산물,,,http://www.traveli.co.kr/repository/eat/contents/E20141023105403l0.jpg
전갱이,어패류 및 기타 수산물,,,http://fish.darakwon.co.kr/fdata/fish/contents/etctech/images/20170524102913301B.jpg
전복,어패류 및 기타 수산물,,,https://cdn.crowdpic.net/detail-thumb/thumb_d_9940BC70F96F28ABFE052C38ED8CC4A9.jpg
전분,감자 및 전분류,,https://www.koreanfood.rda.go.kr/resources/UploadFiles/mgnNew/978-89-480-0773-2/978-89-480-0773-2_A_088.jpg,https://img2.tmon.kr/cdn4/deals/2024/06/02/26902711138/26902711138_front_b6166bc5df.jpg
전어,어패류 및 기타 수산물,,,https://cdn.crowdpic.net/detail-thumb/thumb_d_D22838CC5357053A85965FB3F713CA55.jpg
정어리,어패류 및 기타 수산물,,,https://cdn.crowdpic.net/detail-thumb/thumb_d_2DA2D2E491EE0C92E5821406F276EB67.jpg
조,곡류 및 그 제품,,,https://cdn.crowdpic.net/detail-thumb/thumb_d_98998D873257963FCCC263B877F00453.jpg
조개,어패류 및 기타 수산물,,,https://cdn.crowdpic.net/detail-thumb/thumb_d_6DAA8B95A3CF9110D8A44584DC4E7698.jpg
조기,어패류 및 기타 수산물,,,https://cdn.crowdpic.net/detail-thumb/thumb_d_7638EADBA3C2D648EE43B89F35058CF7.jpg
조청,당류,,,https://img2.tmon.kr/cdn4/deals/2024/05/15/26714774782/front_f094c_cza4o.jpg
주꾸미,어패류 및 기타 수산물,,,https://cdn.crowdpic.net/detail-thumb/thumb_d_45795C5D69B828DE5AB337114C4E84C1.jpg
쥐치,어패류 및 기타 수산물,,,https://img.etoday.co.kr/pto_db/2020/10/600/20201007230605_1521185_960_540.jpg
참기름,유지류,,,https://img4.tmon.kr/cdn4/deals/2024/04/02/26222242402/front_1fda5_gqzs9.jpg
참깨,견과 및 종실류,,,https://cdn.crowdpic.net/detail-thumb/thumb_d_E5699E2C26C3496D15420FFE43248D22.jpg
참나물,채소류,,,https://image.utoimage.com/preview/cp975433/2022/05/202205010703_800.jpg
참나물,채소류,,,https://image.utoimage.com/preview/cp975433/2022/05/202205010703_800.jpg
참나물,채소류,,,https://image.utoimage.com/preview/cp975433/2022/05/202205010703_800.jpg
참외,과일류,,,https://cdn.crowdpic.net/detail-thumb/thumb_d_531BCC16A292C43429F4EF06E7EC9BB2.jpg
찹쌀,곡류 및 그 제품,,https://www.koreanfood.rda.go.kr/resources/UploadFiles/mgnNew/978-89-480-0779-0/978-89-480-0779-0_A_066.jpg,https://img2.tmon.kr/cdn4/deals/2024/04/03/26235087398/26235087398_front_e53f562bd0.jpg
청경채,채소류,,,https://image.utoimage.com/preview/cp975433/2022/04/202204025635_800.jpg
청어,어패류 및 기타 수산물,,,https://cdn.crowdpic.net/detail-thumb/thumb_d_12CB14DB447417559B43B2187C0A86EE.jpg
취나물,채소류,,,https://cdn.imweb.me/thumbnail/20230314/ab614830d34ac.png
치즈,우유류 및 유제품,,,https://cdn.crowdpic.net/detail-thumb/thumb_d_91CCFEAE9A35D4D744C41A7E2AE5AAED.jpg
칡,감자 및 전분류,,,https://cdn.crowdpic.net/detail-thumb/thumb_d_1EEA41956C38C2D52BEFEA8A9204244B.jpg
캐슈너트,견과 및 종실류,,,https://images.freeimages.com/images/premium/previews/2661/26615703-cashew-nut.jpg
케일,채소류,,,https://cdn.crowdpic.net/detail-thumb/thumb_d_3F2881254F9AA7BE50EDABC406DCB776.jpeg
콜라비,채소류,,,https://cdn.crowdpic.net/detail-thumb/thumb_d_13E4694FEEC0F20A6BD25AF9AD51D643.jpg
콩나물,채소류,,https://www.koreanfood.rda.go.kr/resources/UploadFiles/mgnNew/978-89-480-0772-5/978-89-480-0772-5_A_094.jpg,https://cdn.crowdpic.net/detail-thumb/thumb_d_8B96D5CE3FEE8E7201F467B143A28C88.jpg
키위,과일류,,,https://cdn.crowdpic.net/detail-thumb/thumb_d_5ADBF629758E5B43D665BF31385694B6.jpg
토란,감자 및 전분류,,https://www.koreanfood.rda.go.kr/resources/UploadFiles/mgnNew/978-89-480-1622-2/978-89-480-1622-2_A_059.jpg,https://png.pngtree.com/thumb_back/fw800/background/20230113/pngtree-sweet-glutinous-taro-food-photography-image_1519088.jpg
토마토,채소류,https://www.koreanfood.rda.go.kr/resources/UploadFiles/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_043.jpg,,https://image.utoimage.com/preview/cp975433/2022/05/202205004032_800.jpg
톳,해조류,,,https://www.fsnews.co.kr/news/photo/201407/11257_9711_2445.jpg
파,채소류,,https://www.koreanfood.rda.go.kr/resources/UploadFiles/mgnNew/978-89-480-1254-5/978-89-480-1254-5_A_079.jpg,https://cdn.crowdpic.net/detail-thumb/thumb_d_AE134520AA7C3BCA1A037531414BF9AD.jpg
파래,해조류,,,https://img2.tmon.kr/cdn4/deals/2023/11/04/1765469942/front_f55c9_w8gfj.jpg
파슬리,채소류,,,https://img.daily.co.kr/@files/www.daily.co.kr/content_watermark/food/2024/20240227/622687304331c6c77dfcef2ecf9a1454.jpg
파인애플,과일류,,,https://i.pinimg.com/originals/8d/84/00/8d840063830c179066ca6284629f6e4c.jpg
파프리카,채소류,,,https://cdn.crowdpic.net/detail-thumb/thumb_d_7EA3ED3C74647CFF85CD789A4BDBB3BC.jpg
팥,두류,https://www.koreanfood.rda.go.kr/resources/UploadFiles/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_097.jpg,,https://cdn.crowdpic.net/detail-thumb/thumb_d_D3344B90E1EF80B02D923E5BBBECBE6E.jpg
팽이버섯,버섯류,,,https://cdn.crowdpic.net/detail-thumb/thumb_d_272D189D82EF55605BA8463F85ED2789.jpg
포도,과일류,,,https://cdn.crowdpic.net/detail-thumb/thumb_d_A93ECEA287B1D200319FF89E791D68C5.jpg
표고버섯,버섯류,https://www.koreanfood.rda.go.kr/resources/UploadFiles/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_073.jpg,,https://cdn.crowdpic.net/detail-thumb/thumb_d_507EFBEA95B5B1D8ABA594E48E620382.jpg
피망,채소류,,,https://cdn.crowdpic.net/detail-thumb/thumb_d_04004004D1719F56B06734E25D8C6AAD.jpg
피스타치오,견과 및 종실류,,,https://img.lovepik.com/photo/20211130/medium/lovepik-pistachio-picture_501264971.jpg
피칸,견과 및 종실류,,,https://ssarijai.hgodo.com/5755/008.jpg
한치,어패류 및 기타 수산물,,,https://cdn.crowdpic.net/detail-thumb/thumb_d_3E9602ACE6AA020CB9456E477D87694E.jpg
해바라기씨,견과 및 종실류,,,https://png.pngtree.com/background/20220718/original/pngtree-a-plate-of-melon-seeds-hd-photography-material-picture-image_1665909.jpg
해삼,어패류 및 기타 수산물,,,https://cdn.crowdpic.net/detail-thumb/thumb_d_CF9E56487ECB23F02D46DCAFD3EDAE78.jpg
햄,육류,,,https://cdn.crowdpic.net/detail-thumb/thumb_d_A9457F98516B9E8C169A2D2ECA8FE3AC.jpg
호두,견과 및 종실류,,https://www.koreanfood.rda.go.kr/resources/UploadFiles/mgnNew/978-89-480-2150-9/978-89-480-2150-9_A_106.jpg,https://cdn.crowdpic.net/detail-thumb/thumb_d_36AA4B7BFED90CEE3986A873960FA515.jpg
호밀빵,곡류 및 그 제품,,,https://i.pinimg.com/736x/13/28/f0/1328f0c2ba3faa3ede7e2df2f9139530.jpg
호박,채소류,,https://www.koreanfood.rda.go.kr/resources/UploadFiles/mgnNew/978-89-480-1201-9/978-89-480-1201-9_A_123.jpg,https://cdn.crowdpic.net/detail-thumb/thumb_d_54566D52C9D35B558B5C3EA665B9EF8A.jpg
호박,채소류,,https://www.koreanfood.rda.go.kr/resources/UploadFiles/mgnNew/978-89-480-0779-0/978-89-480-0779-0_A_236.jpg,https://cdn.crowdpic.net/detail-thumb/thumb_d_54566D52C9D35B558B5C3EA665B9EF8A.jpg
호박씨,견과 및 종실류,,,https://cdn.crowdpic.net/detail-thumb/thumb_d_281D8025B1059E049C8647CA455F8CE6.jpg
홍어,어패류 및 기타 수산물,,,https://cdn.crowdpic.net/detail-thumb/thumb_d_E31E4B889DCC81AA18D5AEBEEC0F8CBD.jpeg
황새치,어패류 및 기타 수산물,,,https://img.freepik.com/premium-photo/marlin-swordfish-marine-animal-isolated-on-white-background-fish-beak-sharp-as-a-sword-generative-ai_106651-8133.jpg?w=2000
후추,조미료류,,,https://cdn.crowdpic.net/detail-thumb/thumb_d_5835A22AECFB45AFEAE0E1A4BB27D3AC.jpg
